estimating workload which takes just one milisecond
end estimation
0	1	1
0	2	2
0	3	3
0	5	4
0	6	5
0	7	6
0	9	7
0	10	8
0	11	9
0	12	10
0	14	11
0	15	12
0	16	13
0	17	14
0	19	15
0	20	16
0	21	17
0	22	18
0	23	19
0	25	20
0	26	21
0	27	22
0	28	23
0	30	24
0	31	25
0	32	26
0	33	27
0	35	28
0	36	29
0	37	30
0	38	31
0	40	32
0	41	33
0	42	34
0	43	35
0	45	36
0	46	37
0	47	38
0	48	39
0	49	40
0	51	41
0	52	42
0	53	43
0	54	44
0	56	45
0	57	46
0	58	47
0	59	48
0	61	49
0	62	50
0	63	51
0	64	52
0	66	53
0	67	54
0	68	55
0	69	56
0	71	57
0	72	58
0	73	59
0	74	60
0	76	61
0	77	62
0	78	63
0	79	64
0	81	65
0	82	66
0	83	67
0	84	68
0	86	69
0	87	70
0	88	71
0	90	72
0	91	73
0	92	74
0	93	75
0	95	76
0	96	77
0	97	78
0	98	79
0	99	80
0	101	81
0	102	82
0	103	83
0	104	84
0	106	85
0	107	86
0	108	87
0	109	88
0	111	89
0	112	90
0	113	91
0	114	92
0	115	93
0	117	94
0	118	95
0	119	96
0	120	97
0	122	98
0	123	99
0	124	100
estimating workload which takes just one milisecond
end estimation
