estimating workload which takes just one milisecond
end estimation
1	1	1
1	2	2
1	8	3
1	9	4
1	10	5
1	15	6
1	16	7
1	18	8
1	19	9
1	24	10
1	25	11
1	26	12
1	31	13
1	33	14
1	34	15
1	35	16
1	40	17
1	41	18
1	42	19
1	48	20
1	49	21
1	50	22
1	55	23
1	56	24
1	57	25
1	59	26
1	64	27
1	65	28
1	66	29
1	71	30
1	72	31
1	74	32
1	75	33
1	80	34
1	81	35
1	82	36
1	87	37
1	89	38
1	90	39
1	91	40
1	96	41
1	97	42
1	98	43
1	104	44
1	105	45
1	106	46
1	111	47
1	112	48
1	114	49
1	115	50
1	120	51
1	121	52
1	122	53
1	127	54
1	128	55
1	130	56
1	131	57
1	136	58
1	137	59
1	138	60
1	143	61
1	145	62
1	146	63
1	151	64
1	152	65
1	154	66
1	155	67
1	160	68
1	161	69
1	162	70
1	167	71
1	168	72
1	170	73
1	171	74
1	176	75
1	177	76
1	178	77
1	184	78
1	185	79
1	186	80
1	191	81
1	192	82
1	193	83
1	195	84
1	200	85
1	201	86
1	202	87
1	207	88
1	208	89
1	210	90
1	211	91
1	216	92
1	217	93
1	218	94
1	224	95
1	225	96
1	226	97
1	227	98
1	232	99
1	233	100
estimating workload which takes just one milisecond
end estimation
0	4	1
0	5	2
0	7	3
0	12	4
0	13	5
0	14	6
0	19	7
0	21	8
0	22	9
0	23	10
0	28	11
0	29	12
0	30	13
0	36	14
0	37	15
0	38	16
0	43	17
0	44	18
0	46	19
0	47	20
0	52	21
0	53	22
0	54	23
0	59	24
0	61	25
0	62	26
0	63	27
0	68	28
0	69	29
0	71	30
0	76	31
0	77	32
0	78	33
0	83	34
0	84	35
0	86	36
0	87	37
0	92	38
0	93	39
0	94	40
0	100	41
0	101	42
0	102	43
0	103	44
0	108	45
0	109	46
0	111	47
0	116	48
0	117	49
0	118	50
0	123	51
0	124	52
0	126	53
0	127	54
0	132	55
0	133	56
0	134	57
0	140	58
0	141	59
0	142	60
0	143	61
0	148	62
0	149	63
0	150	64
0	156	65
0	157	66
0	158	67
0	163	68
0	164	69
0	166	70
0	167	71
0	172	72
0	173	73
0	174	74
0	179	75
0	180	76
0	182	77
0	183	78
0	188	79
0	189	80
0	190	81
0	196	82
0	197	83
0	198	84
0	203	85
0	204	86
0	205	87
0	207	88
0	212	89
0	213	90
0	214	91
0	219	92
0	221	93
0	222	94
0	223	95
0	228	96
0	229	97
0	231	98
0	234	99
0	236	100
estimating workload which takes just one milisecond
end estimation
